Пользователь ввел: q. Это некорректный ввод, 01/26/23 21:33 
01/26/23  21:33   Данные от пользователя: 2
01/26/23  21:33   Данные от пользователя: 1
01/26/23  21:33   Данные от пользователя: 1
01/26/23  21:33   Данные от пользователя: Сложение
01/26/23  21:33   Данные от пользователя: 1
01/26/23  21:33   Данные от пользователя: 2
01/26/23  21:37   Данные от пользователя: 1
01/26/23  21:37   Данные от пользователя: 1
01/26/23  21:37   Данные от пользователя: Сложение
01/26/23  21:37   Данные от пользователя: 1
01/26/23  21:37   Данные от пользователя: 1
01/26/23  21:43   Данные от пользователя: 1
01/26/23  21:43   Данные от пользователя: 1
01/26/23  21:43   Данные от пользователя: Сложение
01/26/23  21:43   Данные от пользователя: 1
01/26/23  21:43   Данные от пользователя: 1
01/26/23  21:47   Данные от пользователя: 1
01/26/23  21:47   Данные от пользователя: 1
01/26/23  21:47   Данные от пользователя: Сложение
01/26/23  21:47   Данные от пользователя: 1
01/26/23  21:47   Данные от пользователя: 1
01/26/23  21:47   Данные от пользователя: Сложение
01/26/23  21:47   Данные от пользователя: 1
01/26/23  21:47   Данные от пользователя: 1
01/26/23  21:48   Данные от пользователя: 1
01/26/23  21:48   Данные от пользователя: 1
01/26/23  21:48   Данные от пользователя: Сложение
01/27/23  13:17   Данные от пользователя: 1
01/27/23  13:17   Данные от пользователя: 1
01/27/23  13:17   Данные от пользователя: Сложение
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:19   Данные от пользователя: Сложение
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:19   Данные от пользователя: 2
01/27/23  13:19   Данные от пользователя: Вычитание
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:19   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 3
01/27/23  13:20   Данные от пользователя: Умножение
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 2
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: Сложение
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 2
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 3
01/27/23  13:20   Данные от пользователя: Умножение
01/27/23  13:20   Данные от пользователя: 1
01/27/23  13:20   Данные от пользователя: 2
01/27/23  13:21   Данные от пользователя: 1
01/27/23  13:21   Данные от пользователя: 3
01/27/23  13:21   Данные от пользователя: Умножение
01/27/23  13:21   Данные от пользователя: 1
01/27/23  13:21   Данные от пользователя: 2
01/27/23  13:21   Данные от пользователя: 1
01/27/23  13:21   Данные от пользователя: 4
01/27/23  13:21   Данные от пользователя: Умножение
01/27/23  13:21   Данные от пользователя: 1
01/27/23  13:21   Данные от пользователя: 2
01/27/23  13:21   Данные от пользователя: 2.0
01/27/23  13:21   Данные от пользователя: 2
01/27/23  13:21   Данные от пользователя: 3
01/27/23  13:21   Данные от пользователя: 1
Пользователь ввел: q. Это некорректный ввод, 01/27/23 13:21 
01/27/23  13:21   Данные от пользователя: 6
01/27/23  13:21   Данные от пользователя: 3
Пользователь ввел: w. Это некорректный ввод, 01/27/23 13:21 
01/27/23  13:21   Данные от пользователя: 2
